date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,aircraft_type,passengers_affected,reason
2026-03-08,Wizz Air,WI4183,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Airbus A380-800,249,Fuel supply disruption
2026-03-08,China Eastern,CH2067,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 737 MAX 8,346,Crew duty-time exceedance after long reroutes
2026-03-08,American Airlines,AM545,Hanoi,Dubai,Vietnam,UAE,Asia Pacific,Middle East,Airbus A321neo,274,Temporary corridor suspension — safety bulletin
2026-03-08,American Airlines,AM6413,Doha,New York,Qatar,USA,Middle East,North America,Airbus A330-300,342,Airspace closure — NOTAM
2026-03-08,Air Arabia,AI792,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Boeing 737 MAX 8,440,Security risk — conflict zone
2026-03-08,Etihad Airways,ET2369,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Airbus A320neo,212,Insurance restriction — war zone
2026-03-08,DHL Aviation,DH356,Auckland,Dubai,New Zealand,UAE,Asia Pacific,Middle East,Airbus A330-300,208,Airspace closure — NOTAM
2026-03-08,Japan Airlines,JA2418,Dubai,London,UAE,UK,Middle East,Europe,Boeing 737-800,189,Airport closure — military activity
2026-03-08,TAP Air Portugal,TA9161,Istanbul,Delhi,Turkey,India,Middle East,South Asia,Airbus A330-300,161,Security risk — conflict zone
2026-03-09,United Airlines,UN8884,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Airbus A380-800,390,Diplomatic advisory — do not fly
2026-03-09,Ryanair,RY2653,Warsaw,Dubai,Poland,UAE,Europe,Middle East,Airbus A330-300,182,Crew safety — company policy
2026-03-09,United Airlines,UN340,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Airbus A350-900,349,Government travel ban
2026-03-09,easyJet,EA4634,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Airbus A321neo,100,Crew safety — company policy
2026-03-09,Turkish Airlines,TU7701,Paris,Shanghai,France,China,Europe,Asia Pacific,Airbus A340-600,166,Fuel supply disruption
2026-03-09,Ethiopian Airlines,ET5122,Toronto,Doha,Canada,Qatar,North America,Middle East,Boeing 787-9 Dreamliner,333,Crew safety — company policy
2026-03-09,DHL Aviation,DH1659,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Airbus A350-900,438,Crew duty-time exceedance after long reroutes
2026-03-09,Mahan Air,MA4908,Istanbul,Tehran,Turkey,Iran,Middle East,Middle East,Airbus A350-900,268,Airport closure — military activity
2026-03-09,Mahan Air,MA6859,Auckland,Singapore,New Zealand,Singapore,Asia Pacific,Asia Pacific,Airbus A330-300,305,ATC flow restrictions — congestion
2026-03-09,Korean Air,KO7861,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Boeing 787-10 Dreamliner,97,Airport closure — military activity
2026-03-09,Oman Air,OM7713,Dubai,Guangzhou,UAE,China,Middle East,Asia Pacific,Airbus A350-900,409,Government travel ban
2026-03-09,China Eastern,CH1984,Beijing,London,China,UK,Asia Pacific,Europe,Airbus A380-800,85,ATC flow restrictions — congestion
2026-03-09,Air Algerie,AI6861,Addis Ababa,Doha,Ethiopia,Qatar,Africa,Middle East,Boeing 787-9 Dreamliner,325,Temporary corridor suspension — safety bulletin
2026-03-09,Air Arabia,AI2978,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Boeing 777-200LR,279,Insurance restriction — war zone
2026-03-10,Air Algerie,AI8434,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Airbus A340-600,271,Crew safety — company policy
2026-03-10,Emirates SkyCargo,EM9584,Toronto,Dubai,Canada,UAE,North America,Middle East,Airbus A340-600,81,Temporary corridor suspension — safety bulletin
2026-03-10,WestJet,WE1978,Moscow,Doha,Russia,Qatar,Europe,Middle East,Airbus A320neo,239,Crew duty-time exceedance after long reroutes
2026-03-10,Delta Air Lines,DE8197,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Airbus A340-600,114,Security risk — conflict zone
2026-03-10,Mahan Air,MA8098,Mexico City,London,Mexico,UK,Latin America,Europe,Boeing 787-10 Dreamliner,87,Crew safety — company policy
2026-03-10,Air Arabia,AI1262,Dubai,Helsinki,UAE,Finland,Middle East,Europe,Airbus A321neo,209,Security risk — conflict zone
2026-03-10,China Eastern,CH5406,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Boeing 737-800,134,Airport closure — military activity
2026-03-10,Aeromexico,AE6412,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Airbus A320neo,333,Crew duty-time exceedance after long reroutes
2026-03-10,Japan Airlines,JA2012,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Boeing 787-10 Dreamliner,372,Government travel ban
2026-03-10,Aeromexico,AE6247,Doha,Los Angeles,Qatar,USA,Middle East,North America,Boeing 787-9 Dreamliner,280,ATC flow restrictions — congestion
2026-03-10,Qantas,QA4453,Chicago,Dubai,USA,UAE,North America,Middle East,Boeing 787-9 Dreamliner,395,Airspace closure — NOTAM
2026-03-10,Ethiopian Airlines,ET2316,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Boeing 737-800,436,Security risk — conflict zone
2026-03-10,Air France,AI5391,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Airbus A320neo,141,Airport closure — military activity
2026-03-10,Thai Airways,TH8938,Zurich,Dubai,Switzerland,UAE,Europe,Middle East,Airbus A340-600,432,Crew safety — company policy
2026-03-10,KLM,KL3209,London,Seoul,UK,South Korea,Europe,Asia Pacific,Airbus A330-300,146,ATC flow restrictions — congestion
2026-03-10,TAP Air Portugal,TA4137,London,Sydney,UK,Australia,Europe,Asia Pacific,Airbus A340-600,147,Airport closure — military activity
2026-03-10,Air Canada,AI1921,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Boeing 787-10 Dreamliner,318,ATC flow restrictions — congestion
2026-03-10,Aeroflot,AE3358,London,Santiago,UK,Chile,Europe,Latin America,Airbus A340-600,242,Security risk — conflict zone
2026-03-10,flydubai,FL7780,Lisbon,Doha,Portugal,Qatar,Europe,Middle East,Boeing 737 MAX 8,201,ATC flow restrictions — congestion
2026-03-10,China Southern,CH9951,Madrid,Mexico City,Spain,Mexico,Europe,Latin America,Airbus A321neo,176,Temporary corridor suspension — safety bulletin
2026-03-10,Royal Air Maroc,RO6044,London,São Paulo,UK,Brazil,Europe,Latin America,Boeing 787-10 Dreamliner,347,Security risk — conflict zone
2026-03-10,easyJet,EA1332,London,Muscat,UK,Oman,Europe,Middle East,Airbus A320neo,234,Airport closure — military activity
2026-03-11,Iran Air,IR421,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Boeing 737 MAX 8,306,Government travel ban
2026-03-11,Royal Air Maroc,RO9687,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Boeing 787-9 Dreamliner,440,Airspace closure — NOTAM
2026-03-11,Royal Air Maroc,RO1845,Bahrain,Dubai,Bahrain,UAE,Middle East,Middle East,Airbus A330-300,91,Insurance restriction — war zone
2026-03-11,Delta Air Lines,DE6731,London,Dubai,UK,UAE,Europe,Middle East,Airbus A320neo,158,ATC flow restrictions — congestion
2026-03-11,Emirates SkyCargo,EM3913,Paris,Dubai,France,UAE,Europe,Middle East,Airbus A320neo,96,Security risk — conflict zone
2026-03-11,Kuwait Airways,KU3032,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A380-800,216,Temporary corridor suspension — safety bulletin
2026-03-11,Air New Zealand,AI5838,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A340-600,312,ATC flow restrictions — congestion
2026-03-11,LOT Polish Airlines,LO736,Toronto,Doha,Canada,Qatar,North America,Middle East,Boeing 787-9 Dreamliner,238,Airspace closure — NOTAM
2026-03-11,Air New Zealand,AI4572,Toronto,Dubai,Canada,UAE,North America,Middle East,Boeing 777-300ER,322,Crew safety — company policy
2026-03-11,LOT Polish Airlines,LO894,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Airbus A340-600,264,Insurance restriction — war zone
2026-03-11,Wizz Air,WI898,Doha,Mumbai,Qatar,India,Middle East,South Asia,Boeing 777-200LR,169,Fuel supply disruption
2026-03-11,Thai Airways,TH7759,Dubai,Cairo,UAE,Egypt,Middle East,North Africa,Boeing 737 MAX 8,294,Temporary corridor suspension — safety bulletin
2026-03-11,Air France,AI3374,Dubai,Santiago,UAE,Chile,Middle East,Latin America,Airbus A340-600,206,Diplomatic advisory — do not fly
2026-03-11,Cathay Pacific,CA5542,Madrid,Bogotá,Spain,Colombia,Europe,Latin America,Airbus A350-900,212,Fuel supply disruption
2026-03-11,Kenya Airways,KE7556,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A320neo,178,Crew safety — company policy
2026-03-11,Air New Zealand,AI4029,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Airbus A321neo,402,Fuel supply disruption
2026-03-11,Air India,AI8100,London,Johannesburg,UK,South Africa,Europe,Africa,Airbus A340-600,231,Temporary corridor suspension — safety bulletin
2026-03-11,Cargolux,CA6230,Warsaw,Dubai,Poland,UAE,Europe,Middle East,Boeing 777-200LR,107,Temporary corridor suspension — safety bulletin
2026-03-11,Kuwait Airways,KU5104,London,Mexico City,UK,Mexico,Europe,Latin America,Boeing 777-200LR,336,Diplomatic advisory — do not fly
2026-03-11,Asiana Airlines,AS8973,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Boeing 777-300ER,440,Airport closure — military activity
2026-03-11,Cathay Pacific,CA799,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 737 MAX 8,242,ATC flow restrictions — congestion
2026-03-11,Jazeera Airways,JA6552,Tokyo,Dubai,Japan,UAE,Asia Pacific,Middle East,Boeing 777-200LR,308,Airport closure — military activity
2026-03-11,British Airways,BR8484,Delhi,Dubai,India,UAE,South Asia,Middle East,Boeing 777-200LR,123,ATC flow restrictions — congestion
2026-03-12,Southwest Airlines,SO302,Dubai,Kuala Lumpur,UAE,Malaysia,Middle East,Asia Pacific,Airbus A350-900,375,Crew duty-time exceedance after long reroutes
2026-03-12,Aeroflot,AE2894,Beijing,London,China,UK,Asia Pacific,Europe,Airbus A330-300,80,Crew safety — company policy
2026-03-12,Air Algerie,AI3492,Madrid,Bogotá,Spain,Colombia,Europe,Latin America,Airbus A380-800,363,ATC flow restrictions — congestion
2026-03-12,Singapore Airlines,SI3949,Washington,Abu Dhabi,USA,UAE,North America,Middle East,Boeing 787-10 Dreamliner,177,Government travel ban
2026-03-12,LOT Polish Airlines,LO7974,Dubai,Amman,UAE,Jordan,Middle East,Middle East,Boeing 787-10 Dreamliner,160,Crew safety — company policy
2026-03-12,WestJet,WE3326,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Boeing 777-200LR,154,Crew safety — company policy
2026-03-12,Royal Air Maroc,RO8431,Doha,London,Qatar,UK,Middle East,Europe,Boeing 787-9 Dreamliner,339,Crew safety — company policy
2026-03-12,DHL Aviation,DH829,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Boeing 737 MAX 8,182,Crew duty-time exceedance after long reroutes
2026-03-12,FedEx Express,FE1068,Chicago,Dubai,USA,UAE,North America,Middle East,Boeing 737-800,379,Crew duty-time exceedance after long reroutes
2026-03-12,flynas,FL8785,Santiago,London,Chile,UK,Latin America,Europe,Airbus A321neo,373,Government travel ban
2026-03-12,American Airlines,AM1332,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Airbus A321neo,206,ATC flow restrictions — congestion
2026-03-12,Malaysia Airlines,MA6704,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Airbus A350-900,254,Crew safety — company policy
2026-03-12,Aeromexico,AE9860,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Boeing 777-200LR,277,Security risk — conflict zone
2026-03-12,Gulf Air,GU1629,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Boeing 737 MAX 8,410,Fuel supply disruption
2026-03-12,IndiGo,IN3591,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Boeing 777-200LR,262,Government travel ban
2026-03-12,flynas,FL3502,Riyadh,New York,Saudi Arabia,USA,Middle East,North America,Airbus A320neo,443,Temporary corridor suspension — safety bulletin
2026-03-12,Emirates,EM8136,Madrid,Mexico City,Spain,Mexico,Europe,Latin America,Boeing 787-10 Dreamliner,332,Security risk — conflict zone
2026-03-12,Japan Airlines,JA8647,Warsaw,Dubai,Poland,UAE,Europe,Middle East,Airbus A340-600,121,Temporary corridor suspension — safety bulletin
2026-03-12,Air China,AI6379,Dubai,São Paulo,UAE,Brazil,Middle East,Latin America,Boeing 777-300ER,402,Crew duty-time exceedance after long reroutes
2026-03-12,Cargolux,CA9847,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Boeing 737 MAX 8,230,Diplomatic advisory — do not fly
2026-03-12,Azul Brazilian Airlines,AZ4562,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Airbus A321neo,448,Diplomatic advisory — do not fly
2026-03-12,Air Algerie,AI3401,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Boeing 787-10 Dreamliner,183,Temporary corridor suspension — safety bulletin
2026-03-12,Air India,AI4242,New York,Doha,USA,Qatar,North America,Middle East,Boeing 777-300ER,298,Crew duty-time exceedance after long reroutes
2026-03-12,UPS Airlines,UP4992,Bogotá,Madrid,Colombia,Spain,Latin America,Europe,Airbus A330-300,395,Security risk — conflict zone
2026-03-12,WestJet,WE5514,Shanghai,Dubai,China,UAE,Asia Pacific,Middle East,Airbus A320neo,253,Security risk — conflict zone
2026-03-12,easyJet,EA4838,Dubai,Shanghai,UAE,China,Middle East,Asia Pacific,Airbus A380-800,172,Crew safety — company policy
2026-03-13,Air India,AI940,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Airbus A340-600,97,Security risk — conflict zone
2026-03-13,Jazeera Airways,JA9979,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Airbus A350-900,249,Airspace closure — NOTAM
2026-03-13,Air France,AI4524,Bahrain,London,Bahrain,UK,Middle East,Europe,Airbus A350-900,200,ATC flow restrictions — congestion
2026-03-13,Cargolux,CA5939,Islamabad,Dubai,Pakistan,UAE,South Asia,Middle East,Boeing 737 MAX 8,407,Crew duty-time exceedance after long reroutes
2026-03-13,SpiceJet,SP8415,Dubai,Moscow,UAE,Russia,Middle East,Europe,Airbus A330-300,310,Airport closure — military activity
2026-03-13,Wizz Air,WI9276,London,Nairobi,UK,Kenya,Europe,Africa,Boeing 787-9 Dreamliner,327,Temporary corridor suspension — safety bulletin
2026-03-13,Air France,AI6677,Doha,Paris,Qatar,France,Middle East,Europe,Boeing 737-800,200,Insurance restriction — war zone
2026-03-13,Kenya Airways,KE1200,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Airbus A380-800,138,Airport closure — military activity
2026-03-13,Delta Air Lines,DE7283,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Boeing 777-300ER,433,Airspace closure — NOTAM
2026-03-13,Iran Air,IR803,Dubai,Paris,UAE,France,Middle East,Europe,Boeing 787-10 Dreamliner,240,ATC flow restrictions — congestion
2026-03-13,Aeroflot,AE9582,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Boeing 777-300ER,270,Insurance restriction — war zone
2026-03-13,Etihad Airways,ET2136,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Airbus A340-600,131,Diplomatic advisory — do not fly
2026-03-13,Air Arabia,AI2451,Mexico City,London,Mexico,UK,Latin America,Europe,Airbus A320neo,101,Airspace closure — NOTAM
2026-03-13,Air China,AI3118,Dubai,Auckland,UAE,New Zealand,Middle East,Asia Pacific,Airbus A350-900,236,Fuel supply disruption
2026-03-13,Japan Airlines,JA3198,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Boeing 737-800,94,Crew duty-time exceedance after long reroutes
2026-03-13,Turkish Airlines,TU4860,Casablanca,Dubai,Morocco,UAE,Africa,Middle East,Airbus A340-600,336,Government travel ban
2026-03-13,Etihad Airways,ET5070,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Airbus A330-300,366,Diplomatic advisory — do not fly
2026-03-13,Air China,AI5395,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Boeing 777-200LR,323,Temporary corridor suspension — safety bulletin
2026-03-14,Copa Airlines,CO201,New York,Doha,USA,Qatar,North America,Middle East,Boeing 737-800,402,Diplomatic advisory — do not fly
2026-03-14,China Eastern,CH7274,London,Beijing,UK,China,Europe,Asia Pacific,Boeing 787-9 Dreamliner,393,Temporary corridor suspension — safety bulletin
2026-03-14,Azul Brazilian Airlines,AZ7049,Paris,Doha,France,Qatar,Europe,Middle East,Airbus A340-600,124,Insurance restriction — war zone
2026-03-14,EgyptAir,EG5453,Doha,Lisbon,Qatar,Portugal,Middle East,Europe,Boeing 787-10 Dreamliner,131,ATC flow restrictions — congestion
2026-03-14,Ethiopian Airlines,ET4639,Dubai,Hanoi,UAE,Vietnam,Middle East,Asia Pacific,Airbus A380-800,218,Crew safety — company policy
2026-03-14,Lufthansa,LU5924,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Boeing 787-9 Dreamliner,121,Airspace closure — NOTAM
2026-03-14,Copa Airlines,CO9699,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Boeing 737 MAX 8,182,Government travel ban
2026-03-14,SpiceJet,SP8262,Doha,Lahore,Qatar,Pakistan,Middle East,South Asia,Airbus A330-300,416,Crew duty-time exceedance after long reroutes
2026-03-14,LATAM Airlines,LA3873,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Airbus A320neo,115,Airport closure — military activity
2026-03-14,South African Airways,SO3246,Paris,Dubai,France,UAE,Europe,Middle East,Boeing 737 MAX 8,216,Diplomatic advisory — do not fly
2026-03-14,Aeroflot,AE4587,Delhi,Dubai,India,UAE,South Asia,Middle East,Boeing 777-300ER,319,Airport closure — military activity
2026-03-14,Lufthansa,LU3367,Dubai,Beijing,UAE,China,Middle East,Asia Pacific,Boeing 737-800,233,Diplomatic advisory — do not fly
2026-03-14,Etihad Airways,ET1535,Dubai,Helsinki,UAE,Finland,Middle East,Europe,Airbus A321neo,305,Crew safety — company policy
2026-03-14,UPS Airlines,UP8977,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Airbus A380-800,256,Crew duty-time exceedance after long reroutes
2026-03-14,Air Algerie,AI4801,Seoul,Doha,South Korea,Qatar,Asia Pacific,Middle East,Boeing 777-200LR,96,Crew duty-time exceedance after long reroutes
2026-03-14,Vietnam Airlines,VI5659,London,Muscat,UK,Oman,Europe,Middle East,Boeing 737 MAX 8,200,Government travel ban
2026-03-14,Qantas,QA4428,Singapore,Los Angeles,Singapore,USA,Asia Pacific,North America,Airbus A320neo,298,Crew duty-time exceedance after long reroutes
2026-03-14,Lufthansa,LU125,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Airbus A340-600,411,ATC flow restrictions — congestion
2026-03-14,flynas,FL9059,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Airbus A321neo,113,Temporary corridor suspension — safety bulletin
2026-03-14,Air Canada,AI7568,Doha,London,Qatar,UK,Middle East,Europe,Boeing 777-300ER,295,ATC flow restrictions — congestion
2026-03-14,Air Algerie,AI286,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Airbus A321neo,299,Airport closure — military activity
2026-03-14,Atlas Air,AT412,Vancouver,Dubai,Canada,UAE,North America,Middle East,Airbus A380-800,205,ATC flow restrictions — congestion
2026-03-15,Qatar Airways,QA8100,Johannesburg,Dubai,South Africa,UAE,Africa,Middle East,Airbus A380-800,303,Crew safety — company policy
2026-03-15,Royal Air Maroc,RO9306,Dubai,Toronto,UAE,Canada,Middle East,North America,Boeing 737 MAX 8,104,Temporary corridor suspension — safety bulletin
2026-03-15,Emirates SkyCargo,EM7959,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Boeing 777-200LR,391,Crew duty-time exceedance after long reroutes
2026-03-15,Ryanair,RY4690,Tokyo,London,Japan,UK,Asia Pacific,Europe,Airbus A330-300,347,Temporary corridor suspension — safety bulletin
