date,airline,flight_number,origin,destination,origin_country,destination_country,origin_region,destination_region,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-03-09,Delta Air Lines,DE9207,Dubai,Moscow,UAE,Russia,Middle East,Europe,Direct Middle East overfly,Via Central Asian detour,11139,13535,2396,15278.33,0.5
2026-03-09,DHL Aviation,DH6431,Addis Ababa,London,Ethiopia,UK,Africa,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,9385,10651,1266,8513.64,3.5
2026-03-09,LATAM Airlines,LA5372,New York,Doha,USA,Qatar,North America,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2731,4087,1356,9284.65,4.8
2026-03-09,Cathay Pacific,CA2026,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,8743,9767,1024,4396.85,0.9
2026-03-09,Air France,AI2233,London,Santiago,UK,Chile,Europe,Latin America,Via Baghdad FIR,Via Ankara–Baku corridor,11163,12247,1084,6701.51,4.7
2026-03-09,Emirates SkyCargo,EM3367,Doha,Moscow,Qatar,Russia,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,5334,6643,1309,8361.3,4.2
2026-03-09,Emirates,EM3649,Amman,Dubai,Jordan,UAE,Middle East,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4386,6318,1932,11938.79,3.5
2026-03-09,Singapore Airlines,SI3893,Abu Dhabi,Sydney,UAE,Australia,Middle East,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,6562,7427,865,3502.51,2.4
2026-03-09,China Southern,CH300,Doha,Paris,Qatar,France,Middle East,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,8109,9568,1459,6976.63,1.2
2026-03-09,Avianca,AV3614,London,Dubai,UK,UAE,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,6765,9799,3034,18250.6,1.0
2026-03-09,WestJet,WE2800,New York,Doha,USA,Qatar,North America,Middle East,Direct Middle East overfly,Via Central Asian detour,4724,7183,2459,12771.69,5.1
2026-03-09,Qantas,QA6141,London,Muscat,UK,Oman,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6877,8552,1675,7655.64,3.6
2026-03-09,LOT Polish Airlines,LO8567,Sydney,Singapore,Australia,Singapore,Asia Pacific,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7070,8764,1694,7415.99,5.7
2026-03-09,Japan Airlines,JA6932,Tokyo,Singapore,Japan,Singapore,Asia Pacific,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,4456,5552,1096,5834.24,1.3
2026-03-10,LATAM Airlines,LA7258,Beijing,London,China,UK,Asia Pacific,Europe,Via Persian Gulf,Via Indian Ocean southern route,2357,3944,1587,9980.55,4.7
2026-03-10,FedEx Express,FE4752,Jakarta,Dubai,Indonesia,UAE,Asia Pacific,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,8251,9849,1598,6614.23,4.0
2026-03-10,DHL Aviation,DH6647,Helsinki,Dubai,Finland,UAE,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,2336,3227,891,4692.08,1.6
2026-03-10,LOT Polish Airlines,LO4982,London,Nairobi,UK,Kenya,Europe,Africa,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2172,3709,1537,7351.59,1.8
2026-03-10,Ryanair,RY930,São Paulo,Dubai,Brazil,UAE,Latin America,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,9008,10576,1568,6290.32,2.2
2026-03-10,Oman Air,OM2100,Casablanca,Dubai,Morocco,UAE,Africa,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9063,10894,1831,9124.63,0.7
2026-03-10,Cargolux,CA8453,Moscow,Dubai,Russia,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,8431,10432,2001,8313.91,2.6
2026-03-10,Kuwait Airways,KU5407,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,9371,10581,1210,4898.26,0.9
2026-03-10,Iran Air,IR3835,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10462,11939,1477,10280.82,2.3
2026-03-10,Air France,AI466,Doha,Ho Chi Minh City,Qatar,Vietnam,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,6976,7822,846,3530.61,2.6
2026-03-10,Pakistan International Airlines,PA4434,Dubai,Islamabad,UAE,Pakistan,Middle East,South Asia,Via Strait of Hormuz,Via Red Sea–Suez route,9294,10719,1425,8337.32,1.5
2026-03-11,Emirates SkyCargo,EM330,London,Singapore,UK,Singapore,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11014,12670,1656,7138.4,3.7
2026-03-11,Vietnam Airlines,VI4994,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Via Baghdad FIR,Via Ankara–Baku corridor,5176,5851,675,2641.69,5.1
2026-03-11,Royal Air Maroc,RO195,Doha,Los Angeles,Qatar,USA,Middle East,North America,Via Strait of Hormuz,Via Red Sea–Suez route,9978,11692,1714,10022.41,5.8
2026-03-11,Aeromexico,AE1545,London,Johannesburg,UK,South Africa,Europe,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,9154,10836,1682,8584.61,1.2
2026-03-11,Delta Air Lines,DE6260,Tokyo,London,Japan,UK,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3288,4302,1014,6579.77,4.2
2026-03-11,South African Airways,SO4006,London,Singapore,UK,Singapore,Europe,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,2471,3193,722,2777.68,1.6
2026-03-11,United Airlines,UN2957,Karachi,Dubai,Pakistan,UAE,South Asia,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,8381,9609,1228,6930.14,3.6
2026-03-11,Kuwait Airways,KU6054,Doha,Toronto,Qatar,Canada,Middle East,North America,Via Persian Gulf,Via Indian Ocean southern route,2465,4051,1586,7641.42,4.6
2026-03-11,Royal Air Maroc,RO6323,Moscow,Dubai,Russia,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,7813,9765,1952,7283.66,4.9
2026-03-11,Air China,AI3494,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,2930,3829,899,4999.3,4.3
2026-03-11,Gulf Air,GU2740,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7318,9330,2012,9198.14,2.0
2026-03-11,Iran Air,IR7929,Dubai,Singapore,UAE,Singapore,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,9262,10833,1571,10010.57,0.4
2026-03-11,Finnair,FI3714,Delhi,Dubai,India,UAE,South Asia,Middle East,Via Persian Gulf,Via Indian Ocean southern route,8185,10278,2093,10722.92,3.0
2026-03-11,Qatar Airways,QA6250,Doha,São Paulo,Qatar,Brazil,Middle East,Latin America,Via Strait of Hormuz,Via Red Sea–Suez route,4595,5400,805,4035.91,1.4
2026-03-11,Aeromexico,AE3774,Doha,Mumbai,Qatar,India,Middle East,South Asia,Direct Gulf route,Via Jordan–Egypt alternate,6506,7318,812,5269.59,5.4
2026-03-11,Thai Airways,TH3287,Kuwait City,Mumbai,Kuwait,India,Middle East,South Asia,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7103,8424,1321,6714.48,4.3
2026-03-11,Etihad Airways,ET9542,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,4131,5411,1280,8515.85,4.0
2026-03-11,Iran Air,IR7483,Sydney,London,Australia,UK,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3163,4888,1725,8692.64,3.2
2026-03-12,FedEx Express,FE8366,Moscow,Doha,Russia,Qatar,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,11958,12521,563,2113.99,2.7
2026-03-12,Kuwait Airways,KU2498,Delhi,Dubai,India,UAE,South Asia,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,9069,10066,997,4606.38,0.5
2026-03-12,Garuda Indonesia,GA2812,Lahore,Doha,Pakistan,Qatar,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,6260,7438,1178,5850.67,0.5
2026-03-12,Delta Air Lines,DE8888,Frankfurt,Dubai,Germany,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8407,10484,2077,8250.79,3.0
2026-03-12,Qantas,QA2660,Dubai,Vancouver,UAE,Canada,Middle East,North America,Direct Gulf route,Via Jordan–Egypt alternate,2314,3328,1014,6042.0,1.3
2026-03-12,Etihad Airways,ET8253,Moscow,Doha,Russia,Qatar,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,9879,12118,2239,13496.15,4.2
2026-03-12,Korean Air,KO4486,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Direct Middle East overfly,Via Central Asian detour,11984,13166,1182,4757.08,1.9
2026-03-12,Copa Airlines,CO532,London,Bahrain,UK,Bahrain,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6107,7130,1023,6403.14,3.8
2026-03-12,United Airlines,UN3431,London,Johannesburg,UK,South Africa,Europe,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,3523,4834,1311,5947.73,1.5
2026-03-12,Japan Airlines,JA3175,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Direct Middle East overfly,Via Central Asian detour,11107,12754,1647,6954.28,0.5
2026-03-12,Malaysia Airlines,MA8538,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Via Persian Gulf,Via Indian Ocean southern route,7327,8809,1482,10142.46,4.9
2026-03-12,ANA,AN1450,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3100,4566,1466,6839.24,5.7
2026-03-12,WestJet,WE4944,Dubai,Zurich,UAE,Switzerland,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,3089,5565,2476,11681.28,4.0
2026-03-12,Iberia,IB2978,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Direct Gulf route,Via Jordan–Egypt alternate,10671,11848,1177,5829.46,0.6
2026-03-12,Air China,AI3257,London,Singapore,UK,Singapore,Europe,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,10573,11111,538,2101.07,2.5
2026-03-12,Jazeera Airways,JA1501,Dubai,Mumbai,UAE,India,Middle East,South Asia,Via Baghdad FIR,Via Ankara–Baku corridor,9050,10488,1438,5329.66,5.9
2026-03-13,Malaysia Airlines,MA7572,Dubai,Chicago,UAE,USA,Middle East,North America,Via Persian Gulf,Via Indian Ocean southern route,3512,5636,2124,11651.58,1.6
2026-03-13,Lufthansa,LU5893,Beijing,Frankfurt,China,Germany,Asia Pacific,Europe,Direct Gulf route,Via Jordan–Egypt alternate,8681,9617,936,3805.25,5.1
2026-03-13,Cargolux,CA4720,Kuala Lumpur,London,Malaysia,UK,Asia Pacific,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,7653,9219,1566,9718.21,5.3
2026-03-13,South African Airways,SO462,Los Angeles,London,USA,UK,North America,Europe,Direct Middle East overfly,Via Central Asian detour,9845,12074,2229,13969.62,4.0
2026-03-13,SAS,SA2959,London,Sydney,UK,Australia,Europe,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,7787,9478,1691,6166.48,0.5
2026-03-13,Atlas Air,AT7475,Toronto,London,Canada,UK,North America,Europe,Direct Tehran overfly,Via Ashgabat–Almaty route,11328,12346,1018,6399.86,5.5
2026-03-13,Aeroflot,AE711,Dubai,New York,UAE,USA,Middle East,North America,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2575,5113,2538,12052.84,5.6
2026-03-13,Finnair,FI9812,Tehran,Istanbul,Iran,Turkey,Middle East,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,11135,12565,1430,8968.86,0.9
2026-03-13,China Eastern,CH7833,Paris,Doha,France,Qatar,Europe,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,2575,3883,1308,7809.79,2.3
2026-03-13,Air France,AI3623,Beijing,Tehran,China,Iran,Asia Pacific,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,7218,8376,1158,7359.65,3.5
2026-03-13,KLM,KL2123,Frankfurt,Beijing,Germany,China,Europe,Asia Pacific,Via Baghdad FIR,Via Ankara–Baku corridor,5748,6524,776,4810.7,2.0
2026-03-13,WestJet,WE3186,Dubai,Frankfurt,UAE,Germany,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,3916,4546,630,2559.9,2.7
2026-03-14,Delta Air Lines,DE1700,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,9448,10071,623,3524.8,3.9
2026-03-14,Air Algerie,AI4747,Istanbul,Dubai,Turkey,UAE,Middle East,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,10248,10728,480,3010.14,2.3
2026-03-14,Saudi Arabian Airlines,SA2439,London,Johannesburg,UK,South Africa,Europe,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,5085,5803,718,4398.41,0.7
2026-03-14,Etihad Airways,ET6116,London,Tokyo,UK,Japan,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9723,11318,1595,5829.07,4.9
2026-03-14,United Airlines,UN9228,Dubai,Bahrain,UAE,Bahrain,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,9660,11722,2062,10876.61,4.5
2026-03-14,Ryanair,RY2470,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Via Persian Gulf,Via Indian Ocean southern route,5982,7589,1607,8424.11,4.8
2026-03-14,WestJet,WE8163,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,3214,4859,1645,9511.59,4.8
2026-03-14,United Airlines,UN3540,London,Dubai,UK,UAE,Europe,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9226,10532,1306,7259.4,2.2
2026-03-14,easyJet,EA911,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7049,7862,813,4177.0,0.6
2026-03-14,Air Arabia,AI3232,London,Los Angeles,UK,USA,Europe,North America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5228,6670,1442,7137.54,1.8
2026-03-15,Ryanair,RY1349,Beirut,Paris,Lebanon,France,Middle East,Europe,Via Strait of Hormuz,Via Red Sea–Suez route,3575,5006,1431,7411.44,2.7
2026-03-15,Wizz Air,WI9422,Singapore,London,Singapore,UK,Asia Pacific,Europe,Direct Gulf route,Via Jordan–Egypt alternate,7912,8681,769,3456.95,0.5
2026-03-15,Oman Air,OM8490,London,Los Angeles,UK,USA,Europe,North America,Via Strait of Hormuz,Via Red Sea–Suez route,4979,6563,1584,8762.22,2.0
2026-03-15,Saudi Arabian Airlines,SA8240,Delhi,Istanbul,India,Turkey,South Asia,Middle East,Via Persian Gulf,Via Indian Ocean southern route,3981,6143,2162,12750.46,2.7
2026-03-15,Vietnam Airlines,VI7271,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Direct Middle East overfly,Via Central Asian detour,3646,5121,1475,7847.09,1.5
2026-03-15,Malaysia Airlines,MA3309,Moscow,Doha,Russia,Qatar,Europe,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,4745,5655,910,4697.65,4.0
2026-03-15,Garuda Indonesia,GA7324,Stockholm,Dubai,Sweden,UAE,Europe,Middle East,Direct Tehran overfly,Via Ashgabat–Almaty route,7007,8390,1383,6025.41,4.5
2026-03-15,Malaysia Airlines,MA624,Lahore,Doha,Pakistan,Qatar,South Asia,Middle East,Via Baghdad FIR,Via Ankara–Baku corridor,8449,9308,859,4375.41,3.3
2026-03-15,Aeromexico,AE4761,Singapore,London,Singapore,UK,Asia Pacific,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6236,8115,1879,9850.94,3.3
2026-03-15,Wizz Air,WI2624,Sydney,Abu Dhabi,Australia,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,7427,8613,1186,6419.9,0.8
2026-03-15,Oman Air,OM7770,Dubai,Istanbul,UAE,Turkey,Middle East,Middle East,Via Persian Gulf,Via Indian Ocean southern route,7461,10691,3230,20281.3,6.0
2026-03-15,Turkish Airlines,TU9568,London,Addis Ababa,UK,Ethiopia,Europe,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,9015,10440,1425,7762.85,3.9
2026-03-15,Air Arabia,AI8520,Singapore,Tokyo,Singapore,Japan,Asia Pacific,Asia Pacific,Direct Tehran overfly,Via Ashgabat–Almaty route,7475,8505,1030,4909.09,4.5
2026-03-15,flydubai,FL5355,Dubai,Tokyo,UAE,Japan,Middle East,Asia Pacific,Via Strait of Hormuz,Via Red Sea–Suez route,9026,10084,1058,4492.66,5.3
2026-03-15,Kuwait Airways,KU4843,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Via Baghdad FIR,Via Ankara–Baku corridor,7382,8443,1061,5835.14,1.0
2026-03-16,American Airlines,AM2413,Abu Dhabi,London,UAE,UK,Middle East,Europe,Via Persian Gulf,Via Indian Ocean southern route,5382,7396,2014,13199.38,5.0
2026-03-16,Jazeera Airways,JA7985,Santiago,Dubai,Chile,UAE,Latin America,Middle East,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8098,9962,1864,12752.38,2.7
2026-03-16,Asiana Airlines,AS6783,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Direct Middle East overfly,Via Central Asian detour,10446,11611,1165,7308.84,3.2
2026-03-16,Gulf Air,GU2965,London,Sydney,UK,Australia,Europe,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8014,10058,2044,13739.94,2.9
2026-03-16,Air France,AI8469,Dubai,Warsaw,UAE,Poland,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8156,10675,2519,16742.45,3.3
2026-03-16,easyJet,EA9918,Doha,Mumbai,Qatar,India,Middle East,South Asia,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7777,9634,1857,7301.49,3.5
2026-03-16,Garuda Indonesia,GA3619,Dubai,Beijing,UAE,China,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8678,10077,1399,7050.32,1.2
2026-03-16,Swiss International Air Lines,SW8531,Toronto,Doha,Canada,Qatar,North America,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3792,4861,1069,6829.85,0.8
2026-03-16,Asiana Airlines,AS3506,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Direct Tehran overfly,Via Ashgabat–Almaty route,9404,11278,1874,6970.03,2.8
2026-03-16,Air Arabia,AI2778,London,São Paulo,UK,Brazil,Europe,Latin America,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4185,5566,1381,7935.77,2.6
2026-03-16,SAS,SA5450,Dubai,Johannesburg,UAE,South Africa,Middle East,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,6299,7427,1128,5291.57,1.1
2026-03-17,Iran Air,IR9595,Cairo,Riyadh,Egypt,Saudi Arabia,North Africa,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,4136,4761,625,2633.93,4.2
2026-03-17,flynas,FL506,Moscow,Dubai,Russia,UAE,Europe,Middle East,Via Persian Gulf,Via Indian Ocean southern route,7522,10021,2499,10933.59,3.2
2026-03-17,FedEx Express,FE7113,Nairobi,Dubai,Kenya,UAE,Africa,Middle East,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9721,11163,1442,5660.19,5.5
2026-03-17,Malaysia Airlines,MA7126,Dubai,London,UAE,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4365,6249,1884,12047.95,5.8
2026-03-17,Emirates SkyCargo,EM4316,Dubai,Jakarta,UAE,Indonesia,Middle East,Asia Pacific,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8969,11566,2597,10348.33,1.2
2026-03-17,Gulf Air,GU7116,New York,Riyadh,USA,Saudi Arabia,North America,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,3420,4511,1091,6239.34,4.6
2026-03-17,Oman Air,OM5798,Islamabad,Riyadh,Pakistan,Saudi Arabia,South Asia,Middle East,Direct Middle East overfly,Via Central Asian detour,11379,12767,1388,8764.56,5.3
2026-03-17,Ethiopian Airlines,ET4892,Addis Ababa,Dubai,Ethiopia,UAE,Africa,Middle East,Via Strait of Hormuz,Via Red Sea–Suez route,10757,12340,1583,5543.73,3.9
2026-03-17,Asiana Airlines,AS8530,Dubai,London,UAE,UK,Middle East,Europe,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8021,9788,1767,11072.37,1.8
2026-03-17,Avianca,AV3928,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4168,5686,1518,8199.68,0.7
2026-03-17,Azul Brazilian Airlines,AZ2268,Singapore,Sydney,Singapore,Australia,Asia Pacific,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,6980,9904,2924,11689.61,5.8
2026-03-18,Qatar Airways,QA3122,Guangzhou,Dubai,China,UAE,Asia Pacific,Middle East,Direct Middle East overfly,Via Central Asian detour,5639,7235,1596,10814.59,2.8
2026-03-18,Delta Air Lines,DE2020,Dubai,Karachi,UAE,Pakistan,Middle East,South Asia,Via Baghdad FIR,Via Ankara–Baku corridor,7658,8394,736,4922.29,4.3
2026-03-18,Ryanair,RY663,Dubai,Nairobi,UAE,Kenya,Middle East,Africa,Via Strait of Hormuz,Via Red Sea–Suez route,11808,12989,1181,5165.01,1.5
2026-03-18,SpiceJet,SP8345,Dubai,Casablanca,UAE,Morocco,Middle East,Africa,Direct Tehran overfly,Via Ashgabat–Almaty route,5153,6647,1494,10397.47,1.6
2026-03-18,Air New Zealand,AI6416,Dubai,Helsinki,UAE,Finland,Middle East,Europe,Direct Gulf route,Via Jordan–Egypt alternate,11670,12683,1013,5300.01,1.1
2026-03-18,Cathay Pacific,CA2677,Dubai,Bangkok,UAE,Thailand,Middle East,Asia Pacific,Via Persian Gulf,Via Indian Ocean southern route,5945,9138,3193,11304.41,4.8
2026-03-18,LOT Polish Airlines,LO1209,Singapore,Los Angeles,Singapore,USA,Asia Pacific,North America,Via Baghdad FIR,Via Ankara–Baku corridor,9875,10728,853,4728.93,4.8
2026-03-18,Vietnam Airlines,VI6468,London,Kuwait City,UK,Kuwait,Europe,Middle East,Direct Gulf route,Via Jordan–Egypt alternate,2347,3035,688,3303.57,1.6
2026-03-19,Japan Airlines,JA3036,Dubai,Islamabad,UAE,Pakistan,Middle East,South Asia,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6382,7546,1164,7936.37,4.7
2026-03-19,Iberia,IB9599,Riyadh,Cairo,Saudi Arabia,Egypt,Middle East,North Africa,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5362,7386,2024,8157.73,0.6
2026-03-19,Asiana Airlines,AS6291,Warsaw,Dubai,Poland,UAE,Europe,Middle East,Direct Middle East overfly,Via Central Asian detour,6638,8503,1865,7372.12,3.9
